Cghs Rate List1500.00,,,,,,,
SNo.,Procedure Name,Speciality Classification,Tier,Facility,Ward,Cghs Code No.,Rate (?)
250,HLA B27 (PCR),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB247,575.00
251,Procalcitonin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB248,2070.00
252,TORCH Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB249,1288.00
253,Anti -Smooth Muscle Antibody Test (ASMA),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB250,1460.00
254,C ANCA-IFA,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB251,1500.00
255,P ANCA-IFA,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB252,1500.00
256,Angiotensin converting enzyme (ACE),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB253,1000.00
257,Extractable Nuclear Antigens (ENA) - Quantitative,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB254,4600.00
258,Chromogranin A,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB255,5000.00
259,Faecal calprotectin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB256,2730.00
260,C3-COMPLEMENT,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB257,650.00
261,C4-COMPLEMENT,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB258,650.00
262,H1N1 (RT-PCR),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB259,1084.00
263,Anti HEV IgM,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB260,1000.00
264,Anti HAV IgM,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB261,750.00
265,HBsAg Quantitative,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB262,650.00
266,Typhidot IgM,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB263,400.00
267,Hepatitis B Core Antibody (HBcAb) Level (Hepatitis B Core IgM Antibody),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB264,480.00
268,Hepatitis B surface antibody (anti HBs),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB265,650.00
269,Free Triiodothyronine (FT3),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB266,125.00
270,Free Thyroxine (FT4),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB267,125.00
271,Widal Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB268,70.00
272,Dengue NS1 Ag,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB269,400.00
273,Dengue IgM and Ig G,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB270,800.00
274,Interleukin 6 (IL 6),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB271,1600.00
275,Covid Antibody Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB272,700.00
276,Cryoglobulins,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB273,1000.00
277,Cytogenetics,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB274,5000.00
278,Plasma Free Normetanephrine,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB275,2300.00
279,Plasma Metanephrines,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB276,2300.00
280,PLA2 receptor antibody quantitative,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB277,4200.00
281,Allergic Bronchopulmonary Aspergillosis (ABPA) Panel,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB278,2900.00
282,Allergy Food Screening Panel,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB279,6000.00
283,AMA (Anti Mitochondrial Antibody),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB280,1000.00
284,AMH (Anti- Mullerian Hormone),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB281,1000.00
285,ANA BLOT,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB282,3000.00
286,ANA Profile,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB283,3000.00
287,Anti GBM (Glomerular Basement Membrane) Antibody,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB284,1500.00
288,Anti LKM (Liver Kidney Microsome) Ab,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB285,1500.00
289,Anti Parietal Cell Antibodies,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB286,2000.00
290,Anti Intrinsic Factor Antibodies,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB287,2000.00
291,ASO Titre /ASLO Titre,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB288,540.00
292,Aspergillus Fumigatus Specific IgE,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB289,1550.00
293,Autoimmune Encephalitis Panel,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB290,17000.00
294,Autoimmune Hepatitis Profile,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB291,2960.00
295,Beta-D-Glucan Assay,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB292,15000.00
296,C1 Esterase inhibitor (Quantitative ),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB293,2400.00
297,CMV Quantitative (Viral load) Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB294,2300.00
298,"Double Marker (Beta-hCG,PAPP-A)",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB295,2000.00
299,"Quadruple test (AFP,HCG,UE3,Inhibin A)",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB296,2400.00
300,HBeAb (Hepatitis B envelope Antibody),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB297,360.00
301,HBeAg (Hepatitis B envelope Antigen),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB298,360.00
302,HIAA 24 Hours Urinary,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB299,2300.00
303,HIV Viral Load by PCR,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB300,5000.00
304,HSV 1 & 2 IgG,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB301,820.00
305,Hypersensitive Pneumonitis Panel,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB302,7200.00
306,IgG4,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB303,2000.00
307,Inhibin A,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB304,900.00
308,Inhibin B,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB305,1900.00
309,Scrub Typhus IgM,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB306,1600.00
310,Interferon Gamma Release Assay (IGRA),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB307,3000.00
311,KOH Mount,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB308,150.00
312,Serum AMA M2 (IFA Method),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB309,2000.00
313,Serum Gastrin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB310,1200.00
314,Serum Haptoglobin Levels,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB311,1000.00
315,Skin Prick Test for Allergy,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB312,1800.00
316,Myositis Profile (Up to 16 Antigens),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB313,8000.00
317,Paraneoplastic Panel,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB314,10000.00
318,TSH Receptor Antibody,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB315,1200.00
319,Anti-Nuclear Antibodies - IFA,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB316,1600.00
320,Autoimmune Liver Diseases Profile,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB317,5000.00
321,Citrate Urine 24 Hour,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB318,1150.00
322,Comprehensive Allergy Panel,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB319,7000.00
323,Comprehensive Myeloma Protein Panel,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB320,7000.00
324,DCP (DES Gamma-Carboxy- Prothrombin),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB321,3350.00
325,Desmoglein (DSG) 1 And 3 Antibody,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB322,5400.00
326,Galactomannan,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB323,3110.00
327,SCL 70 Antibody,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB324,1680.00
328,Serum Chromogranin A,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB325,3800.00
329,SSA- Antibody Ro Serum Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB326,1450.00
330,SSB- Antibody La Serum Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB327,1450.00
331,Stool for Clostridium difficile Toxin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB328,2840.00
332,TPHA,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB329,400.00
333,UGT1A1 Gene Analysis,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB330,6000.00
334,Urine For Myoglobin,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB331,550.00
335,Leptospira Ig M,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB332,1000.00
336,Chikungunya Ig M,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB333,1000.00
337,Weil Felix Agglutination Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB334,500.00
338,Continuous Glucose Monitoring for 2 Weeks,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB335,4000.00
339,2D echocardiography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI001,1475.00
340,Fetal Echo,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI002,1600.00
341,2D Transoesophageal Echocardiography (TEE),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI003,1650.00
342,3D Transoesophageal Echocardiography (TEE),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI004,1650.00
343,Stress Echo- exercise,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI005,2400.00
344,Stress Echo- pharmacological / D Stress Echo,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI006,3000.00
345,Stress Myocardial Perfusion Imaging (MPI)- exercise,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI007,9200.00
346,Stress Myocardial Perfusion Imaging (MPI) - pharmacological,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI008,9200.00
347,CT Coronary Angiography including Calcium Score Test,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI009,9200.00
348,Cardiac CT scan,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI010,6500.00
349,MRI Cardiac,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI011,8000.00
350,Stress Cardiac MRI,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI012,9200.00
351,Cardiac PET,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI013,9200.00
352,USG Transvaginal sonography (TVS for Follicular monitoring /aspiration) /TVS for follicular monitoring/pelvic pathology/ET measurement,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI014,1000.00
353,"Growth scan (including BPP, AFI, Doppler)",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI015,2000.00
354,1st trimester scan-dating scan/NT scan/Early pregnancy scan,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI016,700.00
355,USG Colour Doppler Pregnancy / Fetal Doppler/Umbilical Doppler/Uterine Vessel Doppler,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI017,1675.00
356,Biophysical score / Biophysical profile test (BPP test),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI018,1500.00
357,USG Obstetrics for Anomalies scan,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI019,2000.00
358,USG Whole Abdomen Including Pelvis and post Void urine,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI020,800.00
359,"Pelvic USG (gynae, infertility, prostate , KUB with post- void residual (PVR) etc ).",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI021,500.00
360,"USG Small parts (scrotum, thyroid, parathyroid etc)",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI022,770.00
361,"USG Large Parts (Joints/Chest,...etc)",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI023,800.00
362,USG Neonatal spine,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI024,1000.00
363,USG Breast including relevant Lymph nodes- Bilateral/Unilateral,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI025,800.00
364,USG Hysterosalpingography (HSG),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI026,2400.00
365,Fibroscan Liver,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI027,1150.00
366,Carotid Doppler Bilateral,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI028,1000.00
367,Arterial Colour Doppler Bilateral,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI029,1000.00
368,Venous Colour Doppler Bilateral,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI030,1000.00
369,"Colour Doppler, renal arteries/any other organ",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI031,1000.00
370,X Ray Abdomen AP Supine or Erect (One film),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI032,250.00
371,X Ray Abdomen Lateral view (one film),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI033,210.00
372,X Ray Chest PA /AP/ Oblique view (one film),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI034,230.00
373,X Ray Chest Lateral (one film),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI035,230.00
374,"X Ray Mastoids: Towne view, oblique views (3 films)",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI036,500.00
375,"X Ray Extremities (Hand/Leg/Feet/Finger/Toe) bones & Joints (Hip/ Knee/Ankle / shoulder/ Wrist / fingers/Toes, etc) AP & Lateral views (standing or weight bearing)(Two films)",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI037,380.00
376,X Ray Pelvis AP (one film),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI038,200.00
377,X Ray Temporomandibular (TM) Joints (one film),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI039,250.00
378,X Ray Abdomen & Pelvis for KUB,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI040,235.00
379,"X Ray Skull AP & Lateral (2 films)/ Extra oral radiographs - All skull views, TMJ, Lateral oblique [Dental]",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI041,400.00
380,X Ray Spine AP & Lateral (2 films),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI042,400.00
381,X Ray Paranasal sinuses (PNS) view (1 film),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI043,200.00
382,Barium Swallow,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI044,1200.00
383,Barium Upper GI study,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI045,1500.00
384,Barium Upper GI study (Double contrast),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI046,2000.00
385,Barium Meal follow through,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI047,2000.00
386,Barium Enema (Single contrast/double contrast),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI048,2000.00
387,Small bowel enteroclysis,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI049,2000.00
388,General:Fistulography / Sinography/Sialography/Dacrocystography/ T-Tube cholangiogram/Nephrostogram,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI050,1270.00
389,Intravenous Pyelography (IVP),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI051,1650.00
390,Micturating Cystourethrography (MCU),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI052,1120.00
391,Retrograde Urethrography (RGU),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI053,1120.00
392,Contrast Hystero-Salpingography (HSG),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI054,2000.00
393,X ray Arthrography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI055,2000.00
394,Ortho Scanogram,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI056,1690.00
395,Cephalography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI057,350.00
396,Myelography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI058,2500.00
397,Diagnostic Digital Subtraction Angiography (DSA) cerebral vessels,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI059,13400.00
398,X Ray Mammography - Bilateral/Unilateral,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI060,1375.00
399,MRI Mammography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI061,5000.00
400,CT Scan Head/ Brain-Without Contrast / NCCT Head/Brain,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI062,1035.00
401,CT Scan Head / Brain- with Contrast -including CT angiography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI063,2200.00
402,CT Scan Chest - without contrast (for lungs),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI064,2000.00
403,High Resolution computed Tomography (HRCT Chest),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI065,2000.00
404,Contrast Enhanced Computed Tomograpy (CECT) Chest (Including CD),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI066,2875.00
405,CT Scan Lower Abdomen (incl. Pelvis) With Contrast/ CT KUB with Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI067,4500.00
406,CT Scan Lower Abdomen (Incl. Pelvis) Without Contrast / CT KUB without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI068,3500.00
407,CT Scan Whole Abdomen Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI069,3450.00
408,CT Scan Whole Abdomen With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI070,5175.00
409,Triple Phase CT abdomen,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI071,5175.00
410,CT Urography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI072,4500.00
411,CT Scan Angiography Chest,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI073,5175.00
412,CT Scan Angiography Abdomen,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI074,5175.00
413,CT Angiography Entire Aorta ( CT Aortogram),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI075,10000.00
414,CT Scan Enteroclysis,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI076,6900.00
415,CT Scan Neck - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI077,2500.00
416,CT Scan Neck - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI078,3500.00
417,CT Angio-Neck Vessels,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI079,6000.00
418,CT Scan Orbits - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI080,2200.00
419,CT Scan Orbits - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI081,3200.00
420,CT Scan of Para Nasal Sinuses (CT PNS)- Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI082,2300.00
421,CT Scan of Para Nasal Sinuses (CT PNS)- With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI083,3300.00
422,"CT Scan Spine (Cervical, Dorsal, Lumbar,Sacral)-without Contrast",Radiological Investigation,TIER I,NABH,GENERAL WARD,RI084,2800.00
423,CT Scan Temporal bone - without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI085,2500.00
424,CT Scan / Cone Beam CT (CBCT) Dental,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI086,1500.00
425,CT Scan Limbs -Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI087,2800.00
426,CT Scan Limbs -With Contrast including CT angiography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI088,5800.00
427,MRI Head / Brain - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI089,2750.00
428,MRI Head / Brain- With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI090,5000.00
429,MRI Orbits - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI091,1870.00
430,MRI Orbits - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI092,5000.00
431,MRI Nasopharynx and PNS - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI093,3500.00
432,MRI Nasopharynx and PNS - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI094,5000.00
433,MR for Salivary Glands with Sialography/Maxillofacial MRI,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI095,5000.00
434,MRI Neck - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI096,3500.00
435,MRI Neck- with contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI097,5750.00
436,MRI Shoulder - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI098,3500.00
437,MRI Shoulder - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI099,5000.00
438,MRI shoulder both Joints - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI100,4000.00
439,MRI Shoulder both joints - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI101,6000.00
440,MRI Wrist Single joint - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI102,3300.00
441,MRI Wrist Single joint - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI103,5000.00
442,MRI Wrist both joints - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI104,4000.00
443,MRI Wrist Both joints - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI105,5750.00
444,MRI knee Single joint - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI106,3000.00
445,MRI knee Single joint - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI107,5750.00
446,MRI knee both joints - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI108,4000.00
447,MRI knee both joints - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI109,5750.00
